B01003_001E,B17001_002E,NAME,county,state,tract
2430,207,"Census Tract 5515, Wayne County, Michigan",163,26,551500
3495,749,"Census Tract 5516, Wayne County, Michigan",163,26,551600
3343,46,"Census Tract 5517, Wayne County, Michigan",163,26,551700
3761,284,"Census Tract 5518, Wayne County, Michigan",163,26,551800
2890,1302,"Census Tract 5520, Wayne County, Michigan",163,26,552000
4399,1958,"Census Tract 5521, Wayne County, Michigan",163,26,552100
3684,1144,"Census Tract 5522, Wayne County, Michigan",163,26,552200
3111,1861,"Census Tract 5523, Wayne County, Michigan",163,26,552300
2690,1404,"Census Tract 5524, Wayne County, Michigan",163,26,552400
5211,2849,"Census Tract 5528, Wayne County, Michigan",163,26,552800
1226,582,"Census Tract 5530, Wayne County, Michigan",163,26,553000
1729,699,"Census Tract 5531, Wayne County, Michigan",163,26,553100
728,409,"Census Tract 5532, Wayne County, Michigan",163,26,553200
865,360,"Census Tract 5533, Wayne County, Michigan",163,26,553300
2588,1691,"Census Tract 5534, Wayne County, Michigan",163,26,553400
2186,676,"Census Tract 5536, Wayne County, Michigan",163,26,553600
1656,603,"Census Tract 5538, Wayne County, Michigan",163,26,553800
3927,665,"Census Tract 5541, Wayne County, Michigan",163,26,554100
3026,550,"Census Tract 5542, Wayne County, Michigan",163,26,554200
5005,731,"Census Tract 5543, Wayne County, Michigan",163,26,554300
3170,626,"Census Tract 5544, Wayne County, Michigan",163,26,554400
2931,385,"Census Tract 5545, Wayne County, Michigan",163,26,554500
3703,591,"Census Tract 5546, Wayne County, Michigan",163,26,554600
2738,226,"Census Tract 5547, Wayne County, Michigan",163,26,554700
3529,517,"Census Tract 5548, Wayne County, Michigan",163,26,554800
3506,537,"Census Tract 5549, Wayne County, Michigan",163,26,554900
4398,1156,"Census Tract 5551, Wayne County, Michigan",163,26,555100
3134,527,"Census Tract 5553, Wayne County, Michigan",163,26,555300
2734,497,"Census Tract 5554, Wayne County, Michigan",163,26,555400
2957,649,"Census Tract 5555, Wayne County, Michigan",163,26,555500
2653,68,"Census Tract 5556, Wayne County, Michigan",163,26,555600
3635,219,"Census Tract 5561, Wayne County, Michigan",163,26,556100
2690,560,"Census Tract 5562, Wayne County, Michigan",163,26,556200
3125,179,"Census Tract 5563, Wayne County, Michigan",163,26,556300
4406,77,"Census Tract 5564, Wayne County, Michigan",163,26,556400
2129,182,"Census Tract 5565, Wayne County, Michigan",163,26,556500
3583,148,"Census Tract 5566, Wayne County, Michigan",163,26,556600
2575,124,"Census Tract 5567, Wayne County, Michigan",163,26,556700
1875,68,"Census Tract 5568, Wayne County, Michigan",163,26,556800
3876,202,"Census Tract 5569, Wayne County, Michigan",163,26,556900
3012,258,"Census Tract 5570, Wayne County, Michigan",163,26,557000
2438,97,"Census Tract 5571, Wayne County, Michigan",163,26,557100
2065,169,"Census Tract 5572, Wayne County, Michigan",163,26,557200
2191,85,"Census Tract 5573, Wayne County, Michigan",163,26,557300
3369,44,"Census Tract 5574, Wayne County, Michigan",163,26,557400
3815,151,"Census Tract 5575, Wayne County, Michigan",163,26,557500
2951,33,"Census Tract 5576, Wayne County, Michigan",163,26,557600
4383,91,"Census Tract 5577, Wayne County, Michigan",163,26,557700
4955,186,"Census Tract 5579, Wayne County, Michigan",163,26,557900
4197,179,"Census Tract 5580, Wayne County, Michigan",163,26,558000
3237,206,"Census Tract 5581, Wayne County, Michigan",163,26,558100
4492,400,"Census Tract 5582, Wayne County, Michigan",163,26,558200
1884,315,"Census Tract 5583, Wayne County, Michigan",163,26,558300
3835,279,"Census Tract 5584, Wayne County, Michigan",163,26,558400
3942,161,"Census Tract 5585, Wayne County, Michigan",163,26,558500
1924,81,"Census Tract 5586, Wayne County, Michigan",163,26,558600
2563,54,"Census Tract 5587, Wayne County, Michigan",163,26,558700
2694,153,"Census Tract 5588, Wayne County, Michigan",163,26,558800
1800,90,"Census Tract 5589, Wayne County, Michigan",163,26,558900
2750,168,"Census Tract 5590, Wayne County, Michigan",163,26,559000
2407,67,"Census Tract 5591, Wayne County, Michigan",163,26,559100
2051,183,"Census Tract 5592, Wayne County, Michigan",163,26,559200
2683,259,"Census Tract 5601, Wayne County, Michigan",163,26,560100
5549,383,"Census Tract 5602, Wayne County, Michigan",163,26,560200
3157,61,"Census Tract 5603, Wayne County, Michigan",163,26,560300
5804,214,"Census Tract 5604, Wayne County, Michigan",163,26,560400
6372,17,"Census Tract 5612, Wayne County, Michigan",163,26,561200
7842,90,"Census Tract 5613, Wayne County, Michigan",163,26,561300
3994,287,"Census Tract 5616, Wayne County, Michigan",163,26,561600
2209,184,"Census Tract 5617, Wayne County, Michigan",163,26,561700
6834,129,"Census Tract 5619, Wayne County, Michigan",163,26,561900
2141,51,"Census Tract 5623, Wayne County, Michigan",163,26,562300
5278,133,"Census Tract 5624, Wayne County, Michigan",163,26,562400
1984,230,"Census Tract 5625, Wayne County, Michigan",163,26,562500
3526,151,"Census Tract 5626, Wayne County, Michigan",163,26,562600
3446,70,"Census Tract 5627, Wayne County, Michigan",163,26,562700
3160,113,"Census Tract 5628, Wayne County, Michigan",163,26,562800
3391,206,"Census Tract 5629, Wayne County, Michigan",163,26,562900
2983,284,"Census Tract 5632, Wayne County, Michigan",163,26,563200
2961,223,"Census Tract 5633, Wayne County, Michigan",163,26,563300
5252,314,"Census Tract 5634, Wayne County, Michigan",163,26,563400
6180,143,"Census Tract 5635, Wayne County, Michigan",163,26,563500
2022,75,"Census Tract 5636, Wayne County, Michigan",163,26,563600
1686,92,"Census Tract 5637, Wayne County, Michigan",163,26,563700
3079,171,"Census Tract 5638, Wayne County, Michigan",163,26,563800
2312,129,"Census Tract 5639, Wayne County, Michigan",163,26,563900
1650,87,"Census Tract 5640, Wayne County, Michigan",163,26,564000
4054,410,"Census Tract 5641, Wayne County, Michigan",163,26,564100
3835,274,"Census Tract 5642, Wayne County, Michigan",163,26,564200
2527,113,"Census Tract 5643, Wayne County, Michigan",163,26,564300
5177,140,"Census Tract 5644.01, Wayne County, Michigan",163,26,564401
4560,165,"Census Tract 5644.02, Wayne County, Michigan",163,26,564402
4568,41,"Census Tract 5645.01, Wayne County, Michigan",163,26,564501
3483,194,"Census Tract 5645.02, Wayne County, Michigan",163,26,564502
3250,71,"Census Tract 5645.03, Wayne County, Michigan",163,26,564503
6749,553,"Census Tract 5645.04, Wayne County, Michigan",163,26,564504
6734,144,"Census Tract 5646, Wayne County, Michigan",163,26,564600
4738,483,"Census Tract 5647, Wayne County, Michigan",163,26,564700
4840,264,"Census Tract 5648, Wayne County, Michigan",163,26,564800
2496,603,"Census Tract 5649, Wayne County, Michigan",163,26,564900
4515,214,"Census Tract 5650, Wayne County, Michigan",163,26,565000
3516,672,"Census Tract 5651, Wayne County, Michigan",163,26,565100
5384,285,"Census Tract 5652, Wayne County, Michigan",163,26,565200
5024,567,"Census Tract 5653, Wayne County, Michigan",163,26,565300
2212,255,"Census Tract 5656, Wayne County, Michigan",163,26,565600
3445,426,"Census Tract 5657, Wayne County, Michigan",163,26,565700
3699,309,"Census Tract 5658, Wayne County, Michigan",163,26,565800
2748,582,"Census Tract 5659, Wayne County, Michigan",163,26,565900
993,213,"Census Tract 5664, Wayne County, Michigan",163,26,566400
2146,560,"Census Tract 5665, Wayne County, Michigan",163,26,566500
2099,128,"Census Tract 5666, Wayne County, Michigan",163,26,566600
4051,784,"Census Tract 5667, Wayne County, Michigan",163,26,566700
2869,635,"Census Tract 5668, Wayne County, Michigan",163,26,566800
4985,1088,"Census Tract 5669, Wayne County, Michigan",163,26,566900
3327,724,"Census Tract 5670, Wayne County, Michigan",163,26,567000
3689,603,"Census Tract 5671, Wayne County, Michigan",163,26,567100
3657,387,"Census Tract 5672.01, Wayne County, Michigan",163,26,567201
3073,549,"Census Tract 5672.02, Wayne County, Michigan",163,26,567202
4501,430,"Census Tract 5673, Wayne County, Michigan",163,26,567300
2820,97,"Census Tract 5674, Wayne County, Michigan",163,26,567400
5219,508,"Census Tract 5678, Wayne County, Michigan",163,26,567800
3013,230,"Census Tract 5679, Wayne County, Michigan",163,26,567900
2201,363,"Census Tract 5680, Wayne County, Michigan",163,26,568000
3782,271,"Census Tract 5682, Wayne County, Michigan",163,26,568200
3960,1009,"Census Tract 5683, Wayne County, Michigan",163,26,568300
3262,461,"Census Tract 5684, Wayne County, Michigan",163,26,568400
4524,1943,"Census Tract 5685, Wayne County, Michigan",163,26,568500
3240,322,"Census Tract 5687, Wayne County, Michigan",163,26,568700
2987,846,"Census Tract 5688, Wayne County, Michigan",163,26,568800
2935,291,"Census Tract 5689, Wayne County, Michigan",163,26,568900
2588,228,"Census Tract 5691, Wayne County, Michigan",163,26,569100
2828,531,"Census Tract 5692, Wayne County, Michigan",163,26,569200
3374,362,"Census Tract 5693, Wayne County, Michigan",163,26,569300
2571,215,"Census Tract 5694, Wayne County, Michigan",163,26,569400
2820,280,"Census Tract 5695, Wayne County, Michigan",163,26,569500
3455,179,"Census Tract 5696, Wayne County, Michigan",163,26,569600
4239,388,"Census Tract 5697, Wayne County, Michigan",163,26,569700
2562,374,"Census Tract 5698, Wayne County, Michigan",163,26,569800
2572,582,"Census Tract 5699, Wayne County, Michigan",163,26,569900
4213,815,"Census Tract 5701, Wayne County, Michigan",163,26,570100
2768,753,"Census Tract 5702, Wayne County, Michigan",163,26,570200
4505,1909,"Census Tract 5704, Wayne County, Michigan",163,26,570400
3691,1096,"Census Tract 5705, Wayne County, Michigan",163,26,570500
2236,1112,"Census Tract 5706, Wayne County, Michigan",163,26,570600
3009,1250,"Census Tract 5708, Wayne County, Michigan",163,26,570800
2087,429,"Census Tract 5709, Wayne County, Michigan",163,26,570900
2229,847,"Census Tract 5710, Wayne County, Michigan",163,26,571000
4621,1500,"Census Tract 5715, Wayne County, Michigan",163,26,571500
1894,450,"Census Tract 5716, Wayne County, Michigan",163,26,571600
2432,589,"Census Tract 5717, Wayne County, Michigan",163,26,571700
3048,551,"Census Tract 5718, Wayne County, Michigan",163,26,571800
2720,327,"Census Tract 5719, Wayne County, Michigan",163,26,571900
1817,317,"Census Tract 5720, Wayne County, Michigan",163,26,572000
6399,1417,"Census Tract 5721, Wayne County, Michigan",163,26,572100
5902,706,"Census Tract 5722, Wayne County, Michigan",163,26,572200
1047,351,"Census Tract 5724, Wayne County, Michigan",163,26,572400
1785,317,"Census Tract 5725, Wayne County, Michigan",163,26,572500
4896,1446,"Census Tract 5726, Wayne County, Michigan",163,26,572600
4176,583,"Census Tract 5727, Wayne County, Michigan",163,26,572700
5786,968,"Census Tract 5728, Wayne County, Michigan",163,26,572800
2654,815,"Census Tract 5729, Wayne County, Michigan",163,26,572900
3205,361,"Census Tract 5730, Wayne County, Michigan",163,26,573000
3947,628,"Census Tract 5731, Wayne County, Michigan",163,26,573100
4657,2170,"Census Tract 5733, Wayne County, Michigan",163,26,573300
3634,1449,"Census Tract 5734, Wayne County, Michigan",163,26,573400
4477,1954,"Census Tract 5735, Wayne County, Michigan",163,26,573500
6955,3130,"Census Tract 5736, Wayne County, Michigan",163,26,573600
2113,598,"Census Tract 5737.01, Wayne County, Michigan",163,26,573701
6248,3002,"Census Tract 5737.02, Wayne County, Michigan",163,26,573702
4574,2358,"Census Tract 5738, Wayne County, Michigan",163,26,573800
5506,3161,"Census Tract 5739, Wayne County, Michigan",163,26,573900
5230,2524,"Census Tract 5740, Wayne County, Michigan",163,26,574000
4254,1635,"Census Tract 5741, Wayne County, Michigan",163,26,574100
3039,268,"Census Tract 5742.02, Wayne County, Michigan",163,26,574202
3494,1320,"Census Tract 5743, Wayne County, Michigan",163,26,574300
4737,404,"Census Tract 5746, Wayne County, Michigan",163,26,574600
4541,465,"Census Tract 5747, Wayne County, Michigan",163,26,574700
4092,266,"Census Tract 5748, Wayne County, Michigan",163,26,574800
1673,199,"Census Tract 5749, Wayne County, Michigan",163,26,574900
4010,392,"Census Tract 5750, Wayne County, Michigan",163,26,575000
2560,389,"Census Tract 5751, Wayne County, Michigan",163,26,575100
3774,267,"Census Tract 5752, Wayne County, Michigan",163,26,575200
3633,313,"Census Tract 5753, Wayne County, Michigan",163,26,575300
2988,174,"Census Tract 5754, Wayne County, Michigan",163,26,575400
3537,393,"Census Tract 5755, Wayne County, Michigan",163,26,575500
1435,207,"Census Tract 5756, Wayne County, Michigan",163,26,575600
1871,198,"Census Tract 5760, Wayne County, Michigan",163,26,576000
5868,318,"Census Tract 5761, Wayne County, Michigan",163,26,576100
2387,123,"Census Tract 5762, Wayne County, Michigan",163,26,576200
2416,236,"Census Tract 5763, Wayne County, Michigan",163,26,576300
3555,208,"Census Tract 5764, Wayne County, Michigan",163,26,576400
3923,230,"Census Tract 5765, Wayne County, Michigan",163,26,576500
4068,73,"Census Tract 5766, Wayne County, Michigan",163,26,576600
3431,189,"Census Tract 5767, Wayne County, Michigan",163,26,576700
4082,1098,"Census Tract 5770, Wayne County, Michigan",163,26,577000
2632,960,"Census Tract 5771, Wayne County, Michigan",163,26,577100
3313,674,"Census Tract 5772, Wayne County, Michigan",163,26,577200
3083,732,"Census Tract 5773, Wayne County, Michigan",163,26,577300
3476,504,"Census Tract 5774, Wayne County, Michigan",163,26,577400
3561,699,"Census Tract 5775, Wayne County, Michigan",163,26,577500
3512,729,"Census Tract 5776, Wayne County, Michigan",163,26,577600
2300,341,"Census Tract 5777, Wayne County, Michigan",163,26,577700
4639,831,"Census Tract 5778, Wayne County, Michigan",163,26,577800
4067,738,"Census Tract 5779, Wayne County, Michigan",163,26,577900
2490,533,"Census Tract 5780, Wayne County, Michigan",163,26,578000
4941,1172,"Census Tract 5785, Wayne County, Michigan",163,26,578500
5496,2116,"Census Tract 5786, Wayne County, Michigan",163,26,578600
1597,485,"Census Tract 5791, Wayne County, Michigan",163,26,579100
3403,1076,"Census Tract 5792, Wayne County, Michigan",163,26,579200
2609,1560,"Census Tract 5793, Wayne County, Michigan",163,26,579300
1998,975,"Census Tract 5795, Wayne County, Michigan",163,26,579500
2802,784,"Census Tract 5796, Wayne County, Michigan",163,26,579600
2856,664,"Census Tract 5797, Wayne County, Michigan",163,26,579700
1614,660,"Census Tract 5798, Wayne County, Michigan",163,26,579800
4359,698,"Census Tract 5799, Wayne County, Michigan",163,26,579900
1883,158,"Census Tract 5801, Wayne County, Michigan",163,26,580100
2765,321,"Census Tract 5802, Wayne County, Michigan",163,26,580200
2963,163,"Census Tract 5803, Wayne County, Michigan",163,26,580300
2498,259,"Census Tract 5804, Wayne County, Michigan",163,26,580400
3178,66,"Census Tract 5805, Wayne County, Michigan",163,26,580500
3026,362,"Census Tract 5806, Wayne County, Michigan",163,26,580600
3650,630,"Census Tract 5807, Wayne County, Michigan",163,26,580700
1474,252,"Census Tract 5808, Wayne County, Michigan",163,26,580800
3788,405,"Census Tract 5809, Wayne County, Michigan",163,26,580900
3700,480,"Census Tract 5811, Wayne County, Michigan",163,26,581100
3465,337,"Census Tract 5812, Wayne County, Michigan",163,26,581200
2204,149,"Census Tract 5815, Wayne County, Michigan",163,26,581500
5800,689,"Census Tract 5816, Wayne County, Michigan",163,26,581600
2695,613,"Census Tract 5818, Wayne County, Michigan",163,26,581800
4429,392,"Census Tract 5819, Wayne County, Michigan",163,26,581900
3109,517,"Census Tract 5820, Wayne County, Michigan",163,26,582000
3953,276,"Census Tract 5821, Wayne County, Michigan",163,26,582100
2750,823,"Census Tract 5830, Wayne County, Michigan",163,26,583000
4044,760,"Census Tract 5831, Wayne County, Michigan",163,26,583100
2609,828,"Census Tract 5832, Wayne County, Michigan",163,26,583200
2630,432,"Census Tract 5833, Wayne County, Michigan",163,26,583300
4810,554,"Census Tract 5834, Wayne County, Michigan",163,26,583400
2471,242,"Census Tract 5835, Wayne County, Michigan",163,26,583500
2786,346,"Census Tract 5836, Wayne County, Michigan",163,26,583600
3784,559,"Census Tract 5837, Wayne County, Michigan",163,26,583700
4693,442,"Census Tract 5838, Wayne County, Michigan",163,26,583800
3713,773,"Census Tract 5839, Wayne County, Michigan",163,26,583900
4252,916,"Census Tract 5840, Wayne County, Michigan",163,26,584000
1635,138,"Census Tract 5841, Wayne County, Michigan",163,26,584100
3840,508,"Census Tract 5842, Wayne County, Michigan",163,26,584200
1899,290,"Census Tract 5843, Wayne County, Michigan",163,26,584300
2964,344,"Census Tract 5844, Wayne County, Michigan",163,26,584400
2641,273,"Census Tract 5845, Wayne County, Michigan",163,26,584500
1999,549,"Census Tract 5846, Wayne County, Michigan",163,26,584600
2317,223,"Census Tract 5847, Wayne County, Michigan",163,26,584700
5879,3660,"Census Tract 5848, Wayne County, Michigan",163,26,584800
1875,619,"Census Tract 5855, Wayne County, Michigan",163,26,585500
3373,813,"Census Tract 5856, Wayne County, Michigan",163,26,585600
1701,139,"Census Tract 5857, Wayne County, Michigan",163,26,585700
4606,1077,"Census Tract 5858, Wayne County, Michigan",163,26,585800
2973,615,"Census Tract 5859, Wayne County, Michigan",163,26,585900
6934,1014,"Census Tract 5862, Wayne County, Michigan",163,26,586200
1995,181,"Census Tract 5863, Wayne County, Michigan",163,26,586300
3896,638,"Census Tract 5870, Wayne County, Michigan",163,26,587000
6413,805,"Census Tract 5879, Wayne County, Michigan",163,26,587900
6251,869,"Census Tract 5880, Wayne County, Michigan",163,26,588000
2343,368,"Census Tract 5881, Wayne County, Michigan",163,26,588100
2924,712,"Census Tract 5882, Wayne County, Michigan",163,26,588200
5354,209,"Census Tract 5883, Wayne County, Michigan",163,26,588300
4982,264,"Census Tract 5884, Wayne County, Michigan",163,26,588400
4070,443,"Census Tract 5893, Wayne County, Michigan",163,26,589300
5272,1030,"Census Tract 5894, Wayne County, Michigan",163,26,589400
6811,342,"Census Tract 5904, Wayne County, Michigan",163,26,590400
6657,919,"Census Tract 5905, Wayne County, Michigan",163,26,590500
2221,84,"Census Tract 5906, Wayne County, Michigan",163,26,590600
2920,481,"Census Tract 5915.01, Wayne County, Michigan",163,26,591501
2992,281,"Census Tract 5915.02, Wayne County, Michigan",163,26,591502
2160,206,"Census Tract 5916, Wayne County, Michigan",163,26,591600
6446,337,"Census Tract 5917, Wayne County, Michigan",163,26,591700
6345,1039,"Census Tract 5918, Wayne County, Michigan",163,26,591800
5385,519,"Census Tract 5919, Wayne County, Michigan",163,26,591900
4437,175,"Census Tract 5920, Wayne County, Michigan",163,26,592000
5609,572,"Census Tract 5930, Wayne County, Michigan",163,26,593000
3755,127,"Census Tract 5932, Wayne County, Michigan",163,26,593200
3226,166,"Census Tract 5933, Wayne County, Michigan",163,26,593300
2478,315,"Census Tract 5940, Wayne County, Michigan",163,26,594000
4240,95,"Census Tract 5941, Wayne County, Michigan",163,26,594100
2465,21,"Census Tract 5942, Wayne County, Michigan",163,26,594200
3225,303,"Census Tract 5943, Wayne County, Michigan",163,26,594300
2643,380,"Census Tract 5944, Wayne County, Michigan",163,26,594400
3375,222,"Census Tract 5945, Wayne County, Michigan",163,26,594500
3834,445,"Census Tract 5950, Wayne County, Michigan",163,26,595000
5761,761,"Census Tract 5951, Wayne County, Michigan",163,26,595100
2613,305,"Census Tract 5952, Wayne County, Michigan",163,26,595200
3394,140,"Census Tract 5961, Wayne County, Michigan",163,26,596100
4090,57,"Census Tract 5962, Wayne County, Michigan",163,26,596200
2677,43,"Census Tract 5963, Wayne County, Michigan",163,26,596300
4547,509,"Census Tract 5970, Wayne County, Michigan",163,26,597000
3209,285,"Census Tract 5980, Wayne County, Michigan",163,26,598000
5756,588,"Census Tract 5990, Wayne County, Michigan",163,26,599000
4080,444,"Census Tract 5991, Wayne County, Michigan",163,26,599100
0,0,"Census Tract 9850, Wayne County, Michigan",163,26,985000
288,41,"Census Tract 9851, Wayne County, Michigan",163,26,985100
0,0,"Census Tract 9852, Wayne County, Michigan",163,26,985200
86,42,"Census Tract 9853, Wayne County, Michigan",163,26,985300
0,0,"Census Tract 9854, Wayne County, Michigan",163,26,985400
0,0,"Census Tract 9855, Wayne County, Michigan",163,26,985500
0,0,"Census Tract 9856, Wayne County, Michigan",163,26,985600
0,0,"Census Tract 9857, Wayne County, Michigan",163,26,985700
0,0,"Census Tract 9859, Wayne County, Michigan",163,26,985900
0,0,"Census Tract 9901, Wayne County, Michigan",163,26,990100
0,0,"Census Tract 9902, Wayne County, Michigan",163,26,990200
